Código;Descripción;Precio;Subrubro;Stock;Marca;Rubro
10300;CONECTOR 20 VIAS FUSIBLERA CLIO MEGANE NEGRA 14 CABLES;$ 12787,43;FICHA CONECTOR;8;AUTRONIC;CABLES
10343;CONECTOR 29 VIAS CIRCULAR C/ TUERCA Y FUELLE PUERTA DEL. PALIO SIENA;$ 5849,51;FICHA CONECTOR;0;AUTRONIC;CABLES
10342;CONECTOR 29 VIAS CIRCULAR PUERTA DELANTERA PALIO SIENA FIJA;$ 5849,51;FICHA CONECTOR;0;AUTRONIC;CABLES
10308;CONECTOR 3 VIAS BOMBA LAVACRISTAL RENAULT MARRON;$ 2124,56;FICHA CONECTOR;8;AUTRONIC;CABLES
10384;CONECTOR 3 VIAS BULBO ELECTROVENTILADOR CORSA ASTRA;$ 13321,91;FICHA CONECTOR;28;AUTRONIC;CABLES
10347;CONECTOR 3 VIAS BULBO ELECTROVENTILADOR VW  POLO;$ 5545,23;FICHA CONECTOR;2;AUTRONIC;CABLES
10381;CONECTOR 3 VIAS BULBO ELECTROVENTILADOR VW GOL -  POLO;$ 4810,26;FICHA CONECTOR;0;AUTRONIC;CABLES
10284;CONECTOR 3 VIAS BULBO ELECTROVENTILADOR VW GOL- SAVEIRO;$ 6507,29;FICHA CONECTOR;0;AUTRONIC;CABLES
10395;CONECTOR 3 VIAS BULBO TEMPERATURA FIAT PALIO SIENA AZUL;$ 5598,68;FICHA CONECTOR;0;AUTRONIC;CABLES
10394;CONECTOR 3 VIAS BULBO TEMPERATURA RENAULT NEGRA;$ 5598,68;FICHA CONECTOR;13;AUTRONIC;CABLES
10437;CONECTOR 3 VIAS CAPTOR A/LEVA CITROEN/PEUGEOT/RENAULT;$ 6293,50;FICHA CONECTOR;2;AUTRONIC;CABLES
10434;CONECTOR 3 VIAS CAPTOR A/LEVAS PEUG-CITR;$ 6293,50;FICHA CONECTOR;10;AUTRONIC;CABLES
10272;CONECTOR 3 VIAS CAPTOR DISTRIBUIDOR FORD - VW;$ 3741,36;FICHA CONECTOR;18;AUTRONIC;CABLES
10409;CONECTOR 3 VIAS ELECTROVENTILADOR VW  GOL POLO HPM;$ 8952,54;FICHA CONECTOR;2;AUTRONIC;CABLES
10279;CONECTOR 3 VIAS HPM VARIOS FIAT- PEUGEOT ( CONTRAFICHA 10-160 );$ 3153,43;FICHA CONECTOR;0;AUTRONIC;CABLES
10187;CONECTOR 3 VIAS MACHO ENCENDIDO ELECTRONICO RENAULT;$ 2405,16;FICHA CONECTOR;10;AUTRONIC;CABLES
10188;CONECTOR 3 VIAS MACHO INTERRUPTOR STOP RENAULT MEGANE;$ 2405,16;FICHA CONECTOR;10;AUTRONIC;CABLES
10388;CONECTOR 3 VIAS MODULO ELECTRONICO VW;$ 3621,10;FICHA CONECTOR;0;AUTRONIC;CABLES
10278;CONECTOR 3 VIAS MOTOR ELECTROV. FIAT- GM- PEUGEOT ( CONTRAFICHA 10-162 );$ 6734,45;FICHA CONECTOR;8;AUTRONIC;CABLES
10382;CONECTOR 3 VIAS MOTOR PASO A PASO GM  CORSA;$ 4489,63;FICHA CONECTOR;0;AUTRONIC;CABLES
10290;CONECTOR 3 VIAS SENSOR MARIPOSA - BOBINA IGNICION FORD FIESTA-KA;$ 5772,38;FICHA CONECTOR;20;AUTRONIC;CABLES
10379;CONECTOR 3 VIAS SENSOR MARIPOSA GM / REGULADOR VOLTAJE FORD;$ 3941,79;FICHA CONECTOR;9;AUTRONIC;CABLES
10386;CONECTOR 3 VIAS SENSOR PRESION ABSOLUTA  CORSA MONZA BLAZER MAP;$ 5919,37;FICHA CONECTOR;0;AUTRONIC;CABLES
10390;CONECTOR 3 VIAS SENSOR PUNTO MUERTO BOSCH;$ 3474,12;FICHA CONECTOR;0;AUTRONIC;CABLES
10413;CONECTOR 3 VIAS SENSOR VELOCIMETRO GOLF III POLO FOX;$ 4275,84;FICHA CONECTOR;0;AUTRONIC;CABLES
10119;CONECTOR 3 VÍAS  - REG. VOLTAJE TIPO NASHVILLE – MERCEDES BENZ;$ 1576,72;FICHA CONECTOR;0;AUTRONIC;CABLES
10161;CONECTOR 3 VÍAS BULBO ELECTROV. PALIO – SIENA – TIPO - TEMPRA;$ 6213,33;FICHA CONECTOR;10;AUTRONIC;CABLES
10118;CONECTOR 3 VÍAS FARO PT – CABLE REFORZADO;$ 1737,06;FICHA CONECTOR;10;AUTRONIC;CABLES
10108;CONECTOR 3 VÍAS HEMBRA – PORTA MACHO T:  6.35 MM.- UNIVERSAL;$ 1456,46;FICHA CONECTOR;9;AUTRONIC;CABLES
10159;CONECTOR 3 VÍAS INT. STOP – FIAT TEMPRA – TIPO;$ 3046,54;FICHA CONECTOR;0;AUTRONIC;CABLES
10146;CONECTOR 3 VÍAS INYECTORES SENSORES/MÓDULO DISTRIBUCIÓN – UNIVERSAL;$ 3273,69;FICHA CONECTOR;24;AUTRONIC;CABLES
10180;CONECTOR 3 VÍAS LÁMPARA FARO Nº 9004;$ 4182,31;FICHA CONECTOR;10;AUTRONIC;CABLES
10177;CONECTOR 3 VÍAS MACHO BULBO ELECTROVENTILADOR – RENAULT;$ 5585,32;FICHA CONECTOR;28;AUTRONIC;CABLES
10107;CONECTOR 3 VÍAS MACHO – PORTA HEMBRA T:  6.35 MM.- UNIVERSAL;$ 1382,97;FICHA CONECTOR;20;AUTRONIC;CABLES
10162;CONECTOR 3 VÍAS MOTOR ELECTROVENTILADOR – FIAT – GENERAL MOTORS;$ 7683,15;FICHA CONECTOR;10;AUTRONIC;CABLES
10176;CONECTOR 3 VÍAS MOTOR ELECTROVENTILADOR – RENAULT;$ 6881,43;FICHA CONECTOR;6;AUTRONIC;CABLES
10163;CONECTOR 3 VÍAS REG. VOLTAJE – ORIG. FORD - VW;$ 6814,62;FICHA CONECTOR;0;AUTRONIC;CABLES
10120;CONECTOR 3 VÍAS RELAY – ORIG. FORD;$ 1576,72;FICHA CONECTOR;0;AUTRONIC;CABLES
10160;CONECTOR 3 VÍAS – ORIG. FIAT – GENERAL MOTORS;$ 3981,88;FICHA CONECTOR;-1;AUTRONIC;CABLES
10398;CONECTOR 4 VIAS ALTERNADOR  BOSCH M. BENZ 85 AMPERES;$ 11477,96;FICHA CONECTOR;0;AUTRONIC;CABLES
10396;CONECTOR 4 VIAS ALTERNADOR REGULADOR DELCO GM;$ 5211,18;FICHA CONECTOR;0;AUTRONIC;CABLES
10414;CONECTOR 4 VIAS BOBINA 1/2 CAÑA GM CORSA ASTRA  FIAT PALIO 1,8;$ 4502,99;FICHA CONECTOR;0;AUTRONIC;CABLES
10435;CONECTOR 4 VIAS BOBINA AUDI VW SEAT;$ 5745,66;FICHA CONECTOR;0;AUTRONIC;CABLES
10285;CONECTOR 4 VIAS BOBINA ELECTRONICA PEUGEOT;$ 5064,20;FICHA CONECTOR;6;AUTRONIC;CABLES
10306;CONECTOR 4 VIAS BOBINA ELECTRONICA PEUGEOT 307  GRIS;$ 13990,01;FICHA CONECTOR;6;AUTRONIC;CABLES
10326;CONECTOR 4 VIAS BULBO ELECTROVENTILADOR  FORD FOCUS;$ 5225,96;FICHA CONECTOR;0;AUTRONIC;CABLES
10313;CONECTOR 4 VIAS BULBO TEMPERATURA RENAULT MEGANE VERDE;$ 5277,99;FICHA CONECTOR;16;AUTRONIC;CABLES
10336;CONECTOR 4 VIAS C. IMPRESO  FAROS TRASEROS FIAT PALIO SIENA;$ 4038,24;FICHA CONECTOR;0;AUTRONIC;CABLES
10197;CONECTOR 4 VIAS CIRCUITO IMPRESO RENAULT;$ 1579,66;FICHA CONECTOR;0;AUTRONIC;CABLES
10410;CONECTOR 4 VIAS ELECTROVENTILADOR VW  GOL POLO MPH;$ 7830,13;FICHA CONECTOR;0;AUTRONIC;CABLES
10385;CONECTOR 4 VIAS FLOTANTE DE BOMBA DE NAFTA GM;$ 5224,54;FICHA CONECTOR;7;AUTRONIC;CABLES
10419;CONECTOR 4 VIAS FLOTANTE NAFTA MEGANE II;$ 7135,31;FICHA CONECTOR;0;AUTRONIC;CABLES
10378;CONECTOR 4 VIAS INYECCION ELECTRONICA;$ 3503,77;FICHA CONECTOR;0;AUTRONIC;CABLES
10192;CONECTOR 4 VIAS MACHO SONDA LAMBDA FIAT;$ 3981,88;FICHA CONECTOR;20;AUTRONIC;CABLES
10185;CONECTOR 4 VIAS MACHO- TRABA CENTRALIZADA- SONDA LAMBDA FORD ESCORT;$ 3340,50;FICHA CONECTOR;10;AUTRONIC;CABLES
10327;CONECTOR 4 VIAS MICRO RELAY UNIVERSAL;$ 1722,19;FICHA CONECTOR;0;AUTRONIC;CABLES
10269;CONECTOR 4 VIAS RELAY 50 AMPERES ORIGINAL RENAULT;$ 2850,52;FICHA CONECTOR;-1;AUTRONIC;CABLES
10295;CONECTOR 4 VIAS RELAY 70 AMPERES UNIVERSAL;$ 3140,07;FICHA CONECTOR;0;AUTRONIC;CABLES
10428;CONECTOR 4 VIAS SENSOR MAP BOSCH;$ 4356,01;FICHA CONECTOR;0;AUTRONIC;CABLES
10287;CONECTOR 4 VIAS SENSOR TEMPERATURA AIRE GOL;$ 5505,14;FICHA CONECTOR;18;AUTRONIC;CABLES
10387;CONECTOR 4 VIAS SONDA LAMBDA VW;$ 7055,14;FICHA CONECTOR;14;AUTRONIC;CABLES
10170;CONECTOR 4 VÍAS FARO DELANTERO – VW – POLO;$ 10555,98;FICHA CONECTOR;6;AUTRONIC;CABLES
10110;CONECTOR 4 VÍAS HEMBRA– PORTA MACHO T:  6.35 MM.- UNIVERSAL;$ 1803,87;FICHA CONECTOR;20;AUTRONIC;CABLES
10171;CONECTOR 4 VÍAS LLAVE DE CONTACTO – FIAT DUNA – UNO;$ 2338,35;FICHA CONECTOR;0;AUTRONIC;CABLES
10109;CONECTOR 4 VÍAS MACHO – PORTA HEMBRA T:  6.35 MM.- UNIVERSAL;$ 1663,57;FICHA CONECTOR;18;AUTRONIC;CABLES
10175;CONECTOR 4 VÍAS MOTOR ELECTROVENTILADOR – VW – POLO;$ 18305,94;FICHA CONECTOR;0;AUTRONIC;CABLES
10111;CONECTOR 4 VÍAS PLANA – REGULADOR DE VOLTAJE - FORD;$ 2137,92;FICHA CONECTOR;8;AUTRONIC;CABLES
10121;CONECTOR 4 VÍAS PORTARELAY 70 A.TERM. PALA 9,5 MM.ORIG. FIAT/VW/RENAULT;$ 3073,26;FICHA CONECTOR;0;AUTRONIC;CABLES
10401;CONECTOR 5 VIAS FAROS TRASEROS VW GOL;$ 3340,50;FICHA CONECTOR;0;AUTRONIC;CABLES
10377;CONECTOR 5 VIAS INYECCION ELECTRONICA FIAT PALIO SIENA;$ 6226,69;FICHA CONECTOR;0;AUTRONIC;CABLES
10196;CONECTOR 5 VIAS LEVANTA VIDRIOS PEUGEOT 505;$ 2909,91;FICHA CONECTOR;0;AUTRONIC;CABLES
10193;CONECTOR 5 VIAS MACHO LEVANTA VIDRIOS PEUGEOT 405-505;$ 3901,70;FICHA CONECTOR;0;AUTRONIC;CABLES
10411;CONECTOR 5 VIAS MICRO RELAY UNIVERSAL;$ 2806,02;FICHA CONECTOR;0;AUTRONIC;CABLES
10294;CONECTOR 5 VIAS TECLAS TABLERO CLIO MEGANE ROJA;$ 2672,37;FICHA CONECTOR;0;AUTRONIC;CABLES
10293;CONECTOR 5 VIAS TECLAS TABLERO CLIO MEGANE VERDE;$ 2850,52;FICHA CONECTOR;0;AUTRONIC;CABLES
10168;CONECTOR 5 VÍAS BLANCA TECLA ALZACRISTAL – R19 – CLIO - MEGANE;$ 4943,94;FICHA CONECTOR;6;AUTRONIC;CABLES
10167;CONECTOR 5 VÍAS MARRÓN TECLA ALZACRISTAL – PEUGEOT 306 – 405 - 205;$ 4943,94;FICHA CONECTOR;2;AUTRONIC;CABLES
10123;CONECTOR 5 VÍAS MINI RELAY   - CABLE REFORZADO;$ 2271,54;FICHA CONECTOR;1;AUTRONIC;CABLES
10126;CONECTOR 5 VÍAS PORTA RELAY ACOPLABLE CON FIJACIÓN – CABLE REFORZADO;$ 3581,02;FICHA CONECTOR;0;AUTRONIC;CABLES
10124;CONECTOR 5 VÍAS PORTA RELAY ACOPLABLE – ORIG. FIAT 147 – DUNA - UNO;$ 3287,05;FICHA CONECTOR;10;AUTRONIC;CABLES
10172;CONECTOR 5 VÍAS SENSOR ELECTRÓNICO – GENERAL MOTORS – VW;$ 5358,16;FICHA CONECTOR;13;AUTRONIC;CABLES
10286;CONECTOR 6 VIAS C. IMPRESO FARO TRASERO DUNA;$ 5759,02;FICHA CONECTOR;16;AUTRONIC;CABLES
10186;CONECTOR 6 VIAS HEMBRA TRABA CENTRALIZADA ESCORT;$ 3978,86;FICHA CONECTOR;0;AUTRONIC;CABLES
10194;CONECTOR 6 VIAS MACHO LEVANTA VIDRIOS RENAULT 19-21;$ 5077,56;FICHA CONECTOR;0;AUTRONIC;CABLES
10389;CONECTOR 6 VIAS MODULO ELECTRONICO VW;$ 6271,15;FICHA CONECTOR;0;AUTRONIC;CABLES
10376;CONECTOR 6 VIAS MODULO INYECCION ELECTRONICA FIAT PALIO SIENA;$ 5318,08;FICHA CONECTOR;0;AUTRONIC;CABLES
10345;CONECTOR 6 VIAS PRESOSTATO A/A FIAT PALIO SIENA;$ 6240,05;FICHA CONECTOR;0;AUTRONIC;CABLES
10404;CONECTOR 6 VIAS SENSOR MARIPOSA ELECTRONICO FIRE;$ 10275,38;FICHA CONECTOR;6;AUTRONIC;CABLES
10426;CONECTOR 6 VIAS SENSOR MARIPOSA MEGANE;$ 9687,45;FICHA CONECTOR;10;AUTRONIC;CABLES
10369;CONECTOR 6 VIAS TRABA CENTRALIZADA FORD ESCORT;$ 4097,63;FICHA CONECTOR;0;AUTRONIC;CABLES
10128;CONECTOR 6 VÍAS CIRCUITO IMPRESO AMARILLA – PEUGEOT – RENAULT;$ 10662,88;FICHA CONECTOR;10;AUTRONIC;CABLES
10113;CONECTOR 6 VÍAS HEMBRA – PORTA MACHO T:  6.35 MM.- UNIVERSAL;$ 2618,95;FICHA CONECTOR;0;AUTRONIC;CABLES
10112;CONECTOR 6 VÍAS MACHO – PORTA HEMBRA T:  6.35 MM.- UNIVERSAL;$ 2405,16;FICHA CONECTOR;6;AUTRONIC;CABLES
10144;CONECTOR 6 VÍAS MOTOR ALZACRISTAL – 6 PINES - – FIAT DUNA – UNO - PALIO;$ 3474,12;FICHA CONECTOR;6;AUTRONIC;CABLES
10116;CONECTOR 6 VÍAS TECLA ALZACRISTAL– VARIOS – ORIG. FIAT - PEUGEOT;$ 2645,68;FICHA CONECTOR;8;AUTRONIC;CABLES
10337;CONECTOR 7 VIAS C. IMPRESO FAROS TRASEROS FIAT PALIO SIENA;$ 5344,73;FICHA CONECTOR;0;AUTRONIC;CABLES
10312;CONECTOR 7 VIAS FORD FOCUS DELANTEROS;$ 7749,96;FICHA CONECTOR;0;AUTRONIC;CABLES
10129;CONECTOR 7 VÍAS CIRCUITO IMPRESO AZUL – PEUGEOT – RENAULT;$ 11491,32;FICHA CONECTOR;0;AUTRONIC;CABLES
10147;CONECTOR 7 VÍAS MÓDULO ELECTRÓNICO INDIEL – FIAT – VW - FORD;$ 6226,69;FICHA CONECTOR;8;AUTRONIC;CABLES
10173;CONECTOR 7 VÍAS MÓDULO ELECTRÓNICO – FORD – VW;$ 6226,69;FICHA CONECTOR;0;AUTRONIC;CABLES
10271;CONECTOR 7VIAS NEGRA PRESOSTATO RENAULT;$ 4302,56;FICHA CONECTOR;4;AUTRONIC;CABLES
10298;CONECTOR 8 VIAS FUSIBLERA CLIO MEGANE NEGRA 2 CABLES;$ 2553,59;FICHA CONECTOR;0;AUTRONIC;CABLES
10372;CONECTOR 8 VIAS HPM CONEXIONES VARIAS FORD;$ 8729,73;FICHA CONECTOR;0;AUTRONIC;CABLES
10289;CONECTOR 8 VIAS MOTOR PASO A PASO  GOL AT 1,0;$ 7883,58;FICHA CONECTOR;8;AUTRONIC;CABLES
10371;CONECTOR 8 VIAS MPH CONEXIONES VARIAS FORD;$ 8729,73;FICHA CONECTOR;0;AUTRONIC;CABLES
10283;CONECTOR 8 VIAS MPH TECLA M. BENZ ORIGINAL;$ 9976,83;FICHA CONECTOR;0;AUTRONIC;CABLES
10405;CONECTOR 8 VIAS TECLA FARO AUXILIAR FORD ECOSPORT KA FIESTA;$ 4035,32;FICHA CONECTOR;0;AUTRONIC;CABLES
10189;CONECTOR 8 VIAS TECLA PEUGEOT 405-505;$ 6520,66;FICHA CONECTOR;0;AUTRONIC;CABLES
10130;CONECTOR 8 VÍAS CIRCUITO IMPRESO  PEUGEOT – RENAULT;$ 14030,10;FICHA CONECTOR;0;AUTRONIC;CABLES
10115;CONECTOR 8 VÍAS HEMBRA – PORTA MACHO T:  6.35 MM.- UNIVERSAL;$ 3500,84;FICHA CONECTOR;10;AUTRONIC;CABLES
10114;CONECTOR 8 VÍAS MACHO – PORTA HEMBRA T:  6.35 MM.- UNIVERSAL;$ 3180,16;FICHA CONECTOR;0;AUTRONIC;CABLES
10140;CONECTOR 8 VÍAS MARRÓN STEREO – UNIVERSAL;$ 2806,02;FICHA CONECTOR;6;AUTRONIC;CABLES
10141;CONECTOR 8 VÍAS NEGRA STEREO – UNIVERSAL;$ 2004,30;FICHA CONECTOR;6;AUTRONIC;CABLES
10270;CONECTOR 9 VIAS BLANCA INSTRUMENTAL RENAULT;$ 11117,18;FICHA CONECTOR;9;AUTRONIC;CABLES
10291;CONECTOR 9 VIAS TEMPORIZADOR PRECALENTAMIENTO ARRANQUE;$ 2605,59;FICHA CONECTOR;3;AUTRONIC;CABLES
10131;CONECTOR 9 VÍAS CIRCUITO IMPRESO VERDE – PEUGEOT – RENAULT;$ 15900,78;FICHA CONECTOR;8;AUTRONIC;CABLES
10352;CONECTOR CABLE DISTRIB. RENAULT 18 MOTOR 2.0  2.2  MARELLI (LARGO 30 CM);$ 9994,78;FICHA CONECTOR;4;AUTRONIC;CABLES
10351;CONECTOR CABLE DISTRIB. RENAULT 9/11/12 MOTOR 1600 MARELLI (LARGO 25 CM);$ 14430,96;FICHA CONECTOR;13;AUTRONIC;CABLES
10350;CONECTOR CABLE DISTRIBUIDOR FIAT MOTOR TIPO 1.4 MARELLI (LARGO 32 CM);$ 6012,90;FICHA CONECTOR;9;AUTRONIC;CABLES
10349;CONECTOR CABLE DISTRIBUIDOR FIAT MOTOR TIPO 1.6 MARELLI (LARGO 70 CM);$ 8110,73;FICHA CONECTOR;5;AUTRONIC;CABLES
10357;CONECTOR CABLE DISTRIBUIDOR FIAT SPAZIO (LARGO 22 CM);$ 9086,16;FICHA CONECTOR;10;AUTRONIC;CABLES
10358;CONECTOR CABLE DISTRIBUIDOR FIAT SPAZIO MOTOR TIPO 1.4 INDIEL;$ 9887,88;FICHA CONECTOR;3;AUTRONIC;CABLES
10354;CONECTOR CABLE DISTRIBUIDOR PEUGEOT 504 MOTOR 2000 (LARGO 65 CM);$ 7870,22;FICHA CONECTOR;10;AUTRONIC;CABLES
10359;CONECTOR CABLE DISTRIBUIDOR PEUGEOT 504 MOTOR 2000 INDIEL (LARGO 50 CM);$ 11357,70;FICHA CONECTOR;0;AUTRONIC;CABLES
10360;CONECTOR CABLE DISTRIBUIDOR PEUGEOT 505 INDIEL (LARGO 75 CM);$ 11758,56;FICHA CONECTOR;0;AUTRONIC;CABLES
10355;CONECTOR CABLE DISTRIBUIDOR RENAULT 18 INDIEL (LARGO 30 CM);$ 10622,79;FICHA CONECTOR;0;AUTRONIC;CABLES
10361;CONECTOR CABLE DISTRIBUIDOR RENAULT 19 INDIEL (LARGO 55 CM);$ 10422,36;FICHA CONECTOR;0;AUTRONIC;CABLES
10356;CONECTOR CABLE DISTRIBUIDOR RENAULT 9, 11, 18 INDIEL (LARGO 30 CM);$ 11958,99;FICHA CONECTOR;0;AUTRONIC;CABLES
10353;CONECTOR CABLE DISTRIBUIDOR RENAULT TRAFIC 2.2 MARELLI (LARGO 32CM);$ 14430,96;FICHA CONECTOR;0;AUTRONIC;CABLES
10374;CONECTOR DIODO A. ACONDICIONADO FORD ESCORT 91-98;$ 4038,24;FICHA CONECTOR;0;AUTRONIC;CABLES
10236;CONECTOR FICHA  12 VIAS ESPEJO LATERAL VW POLO;$ 3874,98;FICHA CONECTOR;0;AUTRONIC;CABLES
10206;CONECTOR FICHA 1 VÍA BULBO TEMPERATURA – VW - FORD;$ 2338,35;FICHA CONECTOR;10;AUTRONIC;CABLES
10241;CONECTOR FICHA 10 VIAS INSTRUMENTAL RENAULT – PEUGEOT;$ 3741,31;FICHA CONECTOR;0;AUTRONIC;CABLES
10253;CONECTOR FICHA 12 VIAS A / ACONDICIONADO RENAULT;$ 8671,94;FICHA CONECTOR;6;AUTRONIC;CABLES
10245;CONECTOR FICHA 12 VIAS AIRE ACONDICIONADO RENAULT;$ 5237,90;FICHA CONECTOR;8;AUTRONIC;CABLES
10257;CONECTOR FICHA 2 VIAS  LLAVE CONTACTO RENAULT 21  BAT. POS. PEUGEOT NEGRA;$ 1722,19;FICHA CONECTOR;0;AUTRONIC;CABLES
10263;CONECTOR FICHA 2 VIAS BULBO ELECTROVENTILADOR FORD TODOS;$ 3503,77;FICHA CONECTOR;0;AUTRONIC;CABLES
10255;CONECTOR FICHA 2 VIAS ELECTROVENTILADOR PEUGEOT 405-306  8MM;$ 4984,03;FICHA CONECTOR;4;AUTRONIC;CABLES
10244;CONECTOR FICHA 2 VIAS ELECTROVENTILADOR VW;$ 5865,92;FICHA CONECTOR;0;AUTRONIC;CABLES
10266;CONECTOR FICHA 2 VIAS ELECTROVENTILADOR VW- RENAULT;$ 8284,44;FICHA CONECTOR;0;AUTRONIC;CABLES
10238;CONECTOR FICHA 2 VIAS FAROS AUXILIARES FORD;$ 2271,54;FICHA CONECTOR;10;AUTRONIC;CABLES
10237;CONECTOR FICHA 2 VIAS FAROS AUXILIARES FORD  INYECT. VW/FAROS AUX FORD;$ 2605,59;FICHA CONECTOR;2;AUTRONIC;CABLES
10258;CONECTOR FICHA 2 VIAS LLAVE CONTACTO RENAULT 21 GRIS;$ 1722,19;FICHA CONECTOR;0;AUTRONIC;CABLES
10247;CONECTOR FICHA 2 VIAS MACHO LLAVE DE CONTACTO RENAULT 21 GRIS;$ 4409,46;FICHA CONECTOR;0;AUTRONIC;CABLES
10246;CONECTOR FICHA 2 VIAS MACHO LLAVE DE CONTACTO RENAULT 21 NEGRA;$ 4115,50;FICHA CONECTOR;0;AUTRONIC;CABLES
10211;CONECTOR FICHA 2 VÍAS  - EQUIPO INYECCIÓN - FIAT;$ 2244,82;FICHA CONECTOR;12;AUTRONIC;CABLES
10233;CONECTOR FICHA 2 VÍAS  CONEXIÓN POSITIVO - BATERIA FIAT;$ 2004,30;FICHA CONECTOR;8;AUTRONIC;CABLES
10230;CONECTOR FICHA 2 VÍAS - LUZ PATENTE – FIAT UNO;$ 2632,31;FICHA CONECTOR;8;AUTRONIC;CABLES
10222;CONECTOR FICHA 2 VÍAS - LUZ POSICIÓN FIAT UNO - DUNA;$ 1484,65;FICHA CONECTOR;0;AUTRONIC;CABLES
10208;CONECTOR FICHA 2 VÍAS VERDE - EQUIPO INYECCIÓN - FORD;$ 2244,82;FICHA CONECTOR;28;AUTRONIC;CABLES
10265;CONECTOR FICHA 3 VIAS  PORTAHEMBRA SENSORES VARIOS GM;$ 9219,78;FICHA CONECTOR;10;AUTRONIC;CABLES
10264;CONECTOR FICHA 3 VIAS  PORTAMACHO SENSORES VARIOS GM;$ 7349,10;FICHA CONECTOR;0;AUTRONIC;CABLES
10259;CONECTOR FICHA 3 VIAS SALIDA POSITIVO BATERIA PEUGEOT 505 405;$ 2731,75;FICHA CONECTOR;0;AUTRONIC;CABLES
10210;CONECTOR FICHA 3 VÍAS - LLAVE CONTACTO - FIAT;$ 1937,49;FICHA CONECTOR;6;AUTRONIC;CABLES
10209;CONECTOR FICHA 3 VÍAS - TPDS - SENSOR MARIPOSA - MARELLI;$ 3434,03;FICHA CONECTOR;0;AUTRONIC;CABLES
10214;CONECTOR FICHA 3 VÍAS AZUL - BULBO ELECTROV. PEUGEOT - CITROEN;$ 3273,69;FICHA CONECTOR;10;AUTRONIC;CABLES
10235;CONECTOR FICHA 4 VIAS  FARO DEL. FIAT PALIO SIENA  M/N  PASO-PASO BOSCH;$ 4275,84;FICHA CONECTOR;0;AUTRONIC;CABLES
10250;CONECTOR FICHA 4 VIAS CONEXIÓN LLAVE CONTACTO RENAULT;$ 3444,38;FICHA CONECTOR;0;AUTRONIC;CABLES
10254;CONECTOR FICHA 4 VIAS FARO DEL. IZQ. VW CADDY-POLO;$ 5277,99;FICHA CONECTOR;0;AUTRONIC;CABLES
10249;CONECTOR FICHA 4 VIAS FIAT DUNA INSTRUMENTAL HPM;$ 2391,80;FICHA CONECTOR;8;AUTRONIC;CABLES
10248;CONECTOR FICHA 4 VIAS FIAT DUNA INSTRUMENTAL MPH;$ 2391,80;FICHA CONECTOR;8;AUTRONIC;CABLES
10239;CONECTOR FICHA 4 VIAS SONDA LAMBDA RENAULT CLIO;$ 8391,34;FICHA CONECTOR;18;AUTRONIC;CABLES
10240;CONECTOR FICHA 4 VIAS SONDA LAMBDA RENAULT CLIO;$ 7883,58;FICHA CONECTOR;18;AUTRONIC;CABLES
10228;CONECTOR FICHA 4 VÍAS   BOBINA ENCENDIDO – PEUGEOT 405;$ 4275,84;FICHA CONECTOR;33;AUTRONIC;CABLES
10207;CONECTOR FICHA 4 VÍAS  - MOTOR PASO A PASO - MARELLI;$ 4543,08;FICHA CONECTOR;10;AUTRONIC;CABLES
10234;CONECTOR FICHA 4 VÍAS  - VARIOS – FIAT - RENAULT;$ 4810,32;FICHA CONECTOR;0;AUTRONIC;CABLES
10213;CONECTOR FICHA 4 VÍAS - SENSORES VARIOS - VW;$ 3714,64;FICHA CONECTOR;0;AUTRONIC;CABLES
10212;CONECTOR FICHA 4 VÍAS – SONDA -LAMBDA - FORD;$ 5285,34;FICHA CONECTOR;0;AUTRONIC;CABLES
10256;CONECTOR FICHA 5 VIAS  ESPEJO EXTERIOR RENAULT CLIO;$ 2391,80;FICHA CONECTOR;8;AUTRONIC;CABLES
10260;CONECTOR FICHA 5 VIAS  RELAY CON PROTECCIÓN ORIG. RENAULT;$ 8671,94;FICHA CONECTOR;10;AUTRONIC;CABLES
10268;CONECTOR FICHA 5 VIAS BULBO ELECTROVENTILADOR ESCORT;$ 8538,32;FICHA CONECTOR;10;AUTRONIC;CABLES
10242;CONECTOR FICHA 5 VIAS ESPEJO LATERAL VW VARIOS (PASO 6 MM);$ 6614,19;FICHA CONECTOR;0;AUTRONIC;CABLES
10251;CONECTOR FICHA 6 VIAS FARO TRASERO TOYOTA HILUX;$ 2850,52;FICHA CONECTOR;0;AUTRONIC;CABLES
10262;CONECTOR FICHA 6 VIAS FARO TRASERO TOYOTA HILUX;$ 1544,03;FICHA CONECTOR;0;AUTRONIC;CABLES
10232;CONECTOR FICHA 6 VÍAS  - VARIOS - RENAULT;$ 3981,88;FICHA CONECTOR;10;AUTRONIC;CABLES
10231;CONECTOR FICHA 6 VÍAS  REOSTATO - RENAULT;$ 6988,33;FICHA CONECTOR;22;AUTRONIC;CABLES
10243;CONECTOR FICHA 9 VIAS  CONEXIÓN STEREO PHILLIPS GRIS  REOSTATO RENAULT;$ 11518,04;FICHA CONECTOR;0;AUTRONIC;CABLES
10252;CONECTOR FICHA 9 VIAS  INTERCONEXIÓN ARNESES RENAULT;$ 7736,60;FICHA CONECTOR;8;AUTRONIC;CABLES
10261;CONECTOR FICHA 9 VIAS INTERCONEXIÓN  INSTALACIÓN RENAULT;$ 4424,25;FICHA CONECTOR;0;AUTRONIC;CABLES
