Código;Descripción;Precio;Subrubro;Stock;Marca;Rubro
12-01704;CABLES FERRAZZI SUPERIOR HONDA CIVIC 1.6 16V 1992 A 1999 ACCORD 2.3 16V 1998 A 2002;$ 38121,54;CABLES BUJÍAS SILICONA ANTIPARASITARIOS;7;FERRAZZI;CABLES
18-01704;CABLES FERRAZZI TOYOTA COROLLA 1.6 16V 1987 A 1994 MOTOR 4AF 4AG;$ 37336,79;CABLES BUJÍAS SILICONA ANTIPARASITARIOS;1;FERRAZZI;CABLES
LEIHTR16SC;CABLES LUCAS SILICONADOS 7MM RENAULT CLIO 1.2 16V MOTOR D4F;$ 30535,97;CABLES BUJÍAS SILICONA ANTIPARASITARIOS;0;LUCAS;CABLES
DV30133;CAMBIO DE LUZ DE PISO FORD EX DV1155;$ 5870,22;LLAVE CAMBIO LUCES;14;DIVAIO;LLAVE
VK523MM;CAPTOR DE DISTRIBUIDOR DUNA/UNO/REGATTA;$ 25423,31;CAPTOR DISTRIBUIDOR;175;MARELLI;DISTRIBUIDORES
VK517;CAPTOR DISTR. FIAT - PEUGEOT - RENAULT TODOS DISTRIBUIDOR ELECTRONICO TIPO INDIEL;$ 12922,95;CAPTOR DISTRIBUIDOR;13;VERKEHR;DISTRIBUIDORES
VK523;CAPTOR DISTR. FIAT DUNA, UNO, REGATTA PARA DISTRIBUIDOR MAGNETI MARELLI (VK-2260MM);$ 22245,63;CAPTOR DISTRIBUIDOR;-2;VERKEHR;DISTRIBUIDORES
VK2166;CAPTOR DISTR. FORD FALCON, F100 6 CIL. - CHEVROLET 400, PICK UP 6 CIL. (VK-5047, VK-5052);$ 28316,46;CAPTOR DISTRIBUIDOR;6;VERKEHR;DISTRIBUIDORES
VK4043;CAPTOR DISTR. GOL/POINTER/GALAXY/ORION CARB. - DIST. BOSCH C/ AV. (VK-4123C, VK-4123G);$ 28474,83;CAPTOR DISTRIBUIDOR;4;VERKEHR;DISTRIBUIDORES
VK4044;CAPTOR DISTR. GOL/POINTER/GALAXY/ORION INY. - DIST. BOSCH S/ AV. (VK-4124C, VK-4124G);$ 28474,83;CAPTOR DISTRIBUIDOR;99;VERKEHR;DISTRIBUIDORES
VK9355;CAPTOR DISTR. PEUGEOT 504, 505 - FIAT 128, DUNA, UNO, REGATTA DISTRIBUIDOR GAREF;$ 20229,04;CAPTOR DISTRIBUIDOR;13;VERKEHR;DISTRIBUIDORES
VK522;CAPTOR DISTR. RENAULT 9, 11, 12, 19 PARA DISTRIBUIDOR MAGNETI MARELLI (VK-2280MM);$ 21263,74;CAPTOR DISTRIBUIDOR;-2;VERKEHR;DISTRIBUIDORES
VK4042;CAPTOR DISTR. VW GOL, POINTER - FORD GALAXY, ORION TIPO PIPA;$ 21031,46;CAPTOR DISTRIBUIDOR;2;VERKEHR;DISTRIBUIDORES
VK522MM;CAPTOR DISTRIBUIDOR R9/11/19;$ 24301,17;CAPTOR DISTRIBUIDOR;54;MARELLI;DISTRIBUIDORES
FI41008;CAPTOR DISTRIBUIDOR TIPO PIPA VW GOL POINTER FORD GALAXY ORION;$ 21905,16;CAPTOR DISTRIBUIDOR;14;FISPA;DISTRIBUIDORES
FI97031;CARCASA TERMOSTATO COMPLETA CHEVROLET TRACKER CRUZE 1.8;$ 71323,66;CARCASA PORTATERMOSTATO;6;FISPA;TERMOSTATO
FI97032;CARCASA TERMOSTATO FIAT PALIO SIENA MOBI FIRE 1.4;$ 32852,79;CARCASA PORTATERMOSTATO;6;FISPA;TERMOSTATO
FI97045;CARCASA TERMOSTATO PEUGEOT 206 207 FIAT QUBO CITROEN C3 1.4 8V TU3J;$ 35496,52;CARCASA PORTATERMOSTATO;17;FISPA;TERMOSTATO
FI97000;CARCASA TERMOSTATO RENAULT CLIO KANGOO 1.9 DIESEL F8Q;$ 38314,84;CARCASA PORTATERMOSTATO;6;FISPA;TERMOSTATO
CGM1432;CARCAZA CON BULBO Y TERMOSTATO CHEVROLET CRUZE 96984104;$ 41659,43;CARCASA PORTATERMOSTATO;1;OSSCA;TERMOSTATO
CCP1595;CARCAZA CON BULBO Y TERMOSTATO CITROEN/PEUGEOT 1336.ZO;$ 27796,90;CARCASA PORTATERMOSTATO;24;OSSCA;TERMOSTATO
CGM1428;CARCAZA PORTATERMOSTATO CHEVROLET CORSA;$ 18888,65;CARCASA PORTATERMOSTATO;124;OSSCA;TERMOSTATO
CGM0485;CARCAZA PORTATERMOSTATO CHEVROLET S10 180 HP 2011;$ 52249,20;CARCASA PORTATERMOSTATO;4;OSSCA;TERMOSTATO
CFP1850;CARCAZA PORTATERMOSTATO ECOSPORT ROCAM (C/TERMOSTATO Y BULBO);$ 26408,78;CARCASA PORTATERMOSTATO;34;OSSCA;TERMOSTATO
CFP1817;CARCAZA PORTATERMOSTATO FORD FIESTA FOCUS 1.6 16V 7M5G8K556AC;$ 21097,80;CARCASA PORTATERMOSTATO;5;OSSCA;TERMOSTATO
FI97009;CARCAZA PORTATERMOSTATO FORD FIESTA KA 1.6 8 V ROCAM CAÑO RECTO;$ 33907,80;CARCASA PORTATERMOSTATO;10;FISPA;TERMOSTATO
CFP556A;CARCAZA PORTATERMOSTATO FORD FOCUS ECOSPORT 2.0 DURATEC;$ 25841,65;CARCASA PORTATERMOSTATO;2;OSSCA;TERMOSTATO
FI97025;CARCAZA PORTATERMOSTATO FORD FOCUS MONDEO ZETEC 2.0   XS4G9K478BD;$ 40869,41;CARCASA PORTATERMOSTATO;10;FISPA;TERMOSTATO
CFP1845;CARCAZA PORTATERMOSTATO FORD KA 1.6 ROCAM;$ 33907,80;CARCASA PORTATERMOSTATO;3;OSSCA;TERMOSTATO
CFP1815;CARCAZA PORTATERMOSTATO FORD ZETEC (INCLUYE TERMOSTATO);$ 40869,41;CARCASA PORTATERMOSTATO;0;OSSCA;TERMOSTATO
CCP1596;CARCAZA PORTATERMOSTATO PEUGEOT/CITROEN TU3JP;$ 35496,52;CARCASA PORTATERMOSTATO;3;OSSCA;TERMOSTATO
CWP11AB;CARCAZA PORTATERMOSTATO VW AMAROK 2.0 TDI;$ 38935,22;CARCASA PORTATERMOSTATO;8;OSSCA;TERMOSTATO
CWA1601;CARCAZA PORTATERMOSTATO VW FOX SURAN GOL TREND ALUMINIO 032121111AP;$ 95745,90;CARCASA PORTATERMOSTATO;1;OSSCA;TERMOSTATO
CWP1601;CARCAZA PORTATERMOSTATO VW FOX SURAN GOL TREND PLASTICO 032121111BJ;$ 33588,33;CARCASA PORTATERMOSTATO;41;OSSCA;TERMOSTATO
CWP116C;CARCAZA PORTATERMOSTATO VW SURAN FOX GOL TREND MOTOR MSI;$ 77646,31;CARCASA PORTATERMOSTATO;18;OSSCA;TERMOSTATO
MAF016;CAUDALIMETRO SENSOR MAF RENAULT MAGANE 7700109812;$ 102096,71;SENSOR MASA AIRE;4;FISPA;SENSORES
MAF015;CAUDALIMETRO SENSOR MAF RENAULT MEGANE LAGUNA TD 7700105010;$ 119726,78;SENSOR MASA AIRE;4;FISPA;SENSORES
20301;CERRADURA IGNICION GOL DESDE 1995 EX DV5291;$ 15034,55;LLAVE CONTACTO-ARRANQUE;6;DIVAIO;LLAVE
20302;CERRADURA IGNICION GOL HASTA 1994 EX DV5290;$ 15488,53;LLAVE CONTACTO-ARRANQUE;3;DIVAIO;LLAVE
M1040;CHEVROLET CORSA / MERIVA / MONTANA 1.4 / 1.8 - FIAT DOBLO / PALIO / STILO 1.8;$ 85212,41;SENSOR MARIPOSA TPS;3;FISPA;SENSORES
M1009;CITROEN JUMPER/ XANTIA/ZX 1,6 1,8 2,0 /DUCATO1.8  2,0 /P306/405 1,6 1,8 2,0 - BOXER 2,0;$ 21344,30;SENSOR MARIPOSA TPS;0;FISPA;SENSORES
M1013;CITROEN SAXO 1,6 -XANTIA  1,8 2,0 - XSARA 1,6 1,8  2,0 - ZX 1,4 1,6 1,8 / P106/306/405 1,6 1,8 2,0;$ 14089,17;SENSOR MARIPOSA TPS;0;FISPA;SENSORES
AX381104 5;COJINETE AXIAL 0,127 RENAULT MEGANE 3 FLUENCE NISSAN SENTRA 2.0 M4R;$ 8309,39;JUEGO AXIALES;0;MPSI;COJINETES
AX381104 10;COJINETE AXIAL 0,254 RENAULT MEGANE 3 FLUENCE NISSAN SENTRA 2.0 M4R;$ 8309,39;JUEGO AXIALES;0;MPSI;COJINETES
AX381104;COJINETE AXIAL STD RENAULT MEGANE 3 FLUENCE NISSAN SENTRA 2.0 M4R;$ 8309,39;JUEGO AXIALES;0;MPSI;COJINETES
BA385574 10;COJINETE BANCADA 0,25 RENAULT MASTER ALASKAN FRONTIER 2.3 M9T;$ 22028,11;JUEGO COJINETES BANCADA;7;MPSI;COJINETES
BA385104 10;COJINETE BANCADA 0,25 RENAULT MEGANE 3 FLUENCE NISSAN SENTRA 2.0 M4R;$ 17410,21;JUEGO COJINETES BANCADA;12;MPSI;COJINETES
BA385574 20;COJINETE BANCADA 0,50 RENAULT MASTER ALASKAN FRONTIER 2.3 M9T;$ 22028,11;JUEGO COJINETES BANCADA;3;MPSI;COJINETES
BA385104 20;COJINETE BANCADA 0,50 RENAULT MEGANE 3 FLUENCE NISSAN SENTRA 2.0 M4R;$ 17410,21;JUEGO COJINETES BANCADA;9;MPSI;COJINETES
BA385574 30;COJINETE BANCADA 0,75 RENAULT MASTER ALASKAN FRONTIER 2.3 M9T;$ 22028,11;JUEGO COJINETES BANCADA;0;MPSI;COJINETES
BA385104 30;COJINETE BANCADA 0,75 RENAULT MEGANE 3 FLUENCE NISSAN SENTRA 2.0 M4R;$ 17410,21;JUEGO COJINETES BANCADA;0;MPSI;COJINETES
BA385574;COJINETE BANCADA STD RENAULT MASTER ALASKAN FRONTIER 2.3 M9T;$ 22028,11;JUEGO COJINETES BANCADA;7;MPSI;COJINETES
BA385104;COJINETE BANCADA STD RENAULT MEGANE 3 FLUENCE NISSAN SENTRA 2.0 M4R;$ 17410,21;JUEGO COJINETES BANCADA;8;MPSI;COJINETES
AL165814;COJINETES ARBOL DE LEVAS FORD FIESTA COURIER FOCUS 1.8 DIESEL;$ 21669,35;JUEGO COJINETES ARBOL DE LEVAS;1;MPSI;COJINETES
AL465483;COJINETES ARBOL DE LEVAS VW BORA TDI;$ 37124,18;JUEGO COJINETES ARBOL DE LEVAS;3;MPSI;COJINETES
AX810 5;COJINETES AXIAL 0,127 CHEVROLET CORSA 1.7 DIESEL;$ 4471,24;JUEGO AXIALES;13;MPSI;COJINETES
AX136 5;COJINETES AXIAL 0,127 FIAT 147 DUNA 1300 DIESEL;$ 4649,30;JUEGO AXIALES;0;MPSI;COJINETES
AX135 5;COJINETES AXIAL 0,127 FIAT DUNA DUCATO 1.7 1.9 DIESEL;$ 4134,91;JUEGO AXIALES;12;MPSI;COJINETES
AX131 5;COJINETES AXIAL 0,127 FIAT DUNA UNO 147 MOTOR TIPO 1.4 1.6;$ 4016,20;JUEGO AXIALES;4;MPSI;COJINETES
AX775 5;COJINETES AXIAL 0,127 FORD FIESTA 1.3 ENDURA VARILLERO;$ 4787,79;JUEGO AXIALES;14;MPSI;COJINETES
AX679 5;COJINETES AXIAL 0,127 FORD FIESTA 1.4 TDCI PEUGEOT 307 1.6 HDI;$ 5044,98;JUEGO AXIALES;6;MPSI;COJINETES
AX776 5;COJINETES AXIAL 0,127 FORD FIESTA COURIER FOCUS 1.8 DIESEL;$ 4075,56;JUEGO AXIALES;5;MPSI;COJINETES
AX774 5;COJINETES AXIAL 0,127 FORD TRANSIT 2,5 DIESEL 2401E;$ 4273,40;JUEGO AXIALES;0;MPSI;COJINETES
AX381101 5;COJINETES AXIAL 0,127 RENAULT CAPTUR NISSAN VERSA 1.6 H4M CADENERO;$ 4649,30;JUEGO AXIALES;0;MPSI;COJINETES
AX810 10;COJINETES AXIAL 0,254 CHEVROLET CORSA 1.7 DIESEL;$ 4471,24;JUEGO AXIALES;9;MPSI;COJINETES
AX136 10;COJINETES AXIAL 0,254 FIAT 147 DUNA 1300 DIESEL;$ 4649,30;JUEGO AXIALES;8;MPSI;COJINETES
AX135 10;COJINETES AXIAL 0,254 FIAT DUNA DUCATO 1.7 1.9 DIESEL;$ 4134,91;JUEGO AXIALES;7;MPSI;COJINETES
AX131 10;COJINETES AXIAL 0,254 FIAT DUNA UNO 147 MOTOR TIPO 1.4 1.6;$ 4016,20;JUEGO AXIALES;6;MPSI;COJINETES
AX775 10;COJINETES AXIAL 0,254 FORD FIESTA 1.3 ENDURA VARILLERO;$ 4787,79;JUEGO AXIALES;11;MPSI;COJINETES
AX679 10;COJINETES AXIAL 0,254 FORD FIESTA 1.4 TDCI PEUGEOT 307 1.6 HDI;$ 5044,98;JUEGO AXIALES;0;MPSI;COJINETES
AX776 10;COJINETES AXIAL 0,254 FORD FIESTA COURIER FOCUS 1.8 DIESEL;$ 4075,56;JUEGO AXIALES;6;MPSI;COJINETES
AX774 10;COJINETES AXIAL 0,254 FORD TRANSIT 2,5 DIESEL 2401E;$ 4273,40;JUEGO AXIALES;0;MPSI;COJINETES
AX381101 10;COJINETES AXIAL 0,254 RENAULT CAPTUR NISSAN VERSA 1.6 H4M CADENERO;$ 4649,30;JUEGO AXIALES;0;MPSI;COJINETES
AX810;COJINETES AXIAL STD CHEVROLET CORSA 1.7 DIESEL;$ 4471,24;JUEGO AXIALES;14;MPSI;COJINETES
AX136;COJINETES AXIAL STD FIAT 147 DUNA 1300 DIESEL;$ 4649,30;JUEGO AXIALES;11;MPSI;COJINETES
AX131358;COJINETES AXIAL STD FIAT ARGO CRONOS 1.3 FIREFLY 8V;$ 4471,24;JUEGO AXIALES;6;MPSI;COJINETES
AX135;COJINETES AXIAL STD FIAT DUNA DUCATO 1.7 1.9 DIESEL;$ 4134,91;JUEGO AXIALES;14;MPSI;COJINETES
AX131;COJINETES AXIAL STD FIAT DUNA UNO 147 MOTOR TIPO 1.4 1.6;$ 4016,20;JUEGO AXIALES;4;MPSI;COJINETES
AX775;COJINETES AXIAL STD FORD FIESTA 1.3 ENDURA VARILLERO;$ 4787,79;JUEGO AXIALES;3;MPSI;COJINETES
AX679;COJINETES AXIAL STD FORD FIESTA 1.4 TDCI PEUGEOT 307 1.6 HDI;$ 5044,98;JUEGO AXIALES;6;MPSI;COJINETES
AX776;COJINETES AXIAL STD FORD FIESTA COURIER FOCUS 1.8 DIESEL;$ 4075,56;JUEGO AXIALES;6;MPSI;COJINETES
AX774;COJINETES AXIAL STD FORD TRANSIT 2,5 DIESEL 2401E;$ 4273,40;JUEGO AXIALES;0;MPSI;COJINETES
AX381101;COJINETES AXIAL STD RENAULT CAPTUR NISSAN VERSA 1.6 H4M CADENERO;$ 4649,30;JUEGO AXIALES;11;MPSI;COJINETES
AX462537 5;COJINETES AXIALES 0,127 AMAROK 2.0 TDI;$ 7854,35;JUEGO AXIALES;6;MPSI;COJINETES
AX580 5;COJINETES AXIALES 0,127 DAEWOO TICO MATIZ MOTOR 3 CILINDROS F8CB F8CV;$ 4471,24;JUEGO AXIALES;0;MPSI;COJINETES
AX131358 5;COJINETES AXIALES 0,127 FIAT ARGO CRONOS 1.3 FIREFLY 8V;$ 4471,24;JUEGO AXIALES;0;MPSI;COJINETES
AX131378 5;COJINETES AXIALES 0,127 FIAT TORO MULTIJET 2.0 16 V 170 CV DIESEL;$ 4847,14;JUEGO AXIALES;0;MPSI;COJINETES
AX538 5;COJINETES AXIALES 0,127 HONDA 1600 MOTOR D16A1 D16A6 D16Y7 D16Y8;$ 4787,79;JUEGO AXIALES;0;MPSI;COJINETES
AX436 5;COJINETES AXIALES 0,127 MAXION 2.5 2.8 RANGER SPRINTER F100 S10;$ 4471,24;JUEGO AXIALES;10;MPSI;COJINETES
AX557 5;COJINETES AXIALES 0,127 MERCEDES SPRINTER OM611;$ 7854,35;JUEGO AXIALES;14;MPSI;COJINETES
AX388 5;COJINETES AXIALES 0,127 PERKINS 6-305;$ 8151,11;JUEGO AXIALES;14;MPSI;COJINETES
AX392 5;COJINETES AXIALES 0,127 PERKINS 6-354 FASE 2;$ 8348,95;JUEGO AXIALES;6;MPSI;COJINETES
AX422 5;COJINETES AXIALES 0,127 PEUGEOT 306 1.9 TURBO DIESEL XUD9T;$ 7656,50;JUEGO AXIALES;3;MPSI;COJINETES
AX732 5;COJINETES AXIALES 0,127 PEUGEOT 307 406  2.0 EW10J4 XU7;$ 4016,20;JUEGO AXIALES;5;MPSI;COJINETES
AX416 5;COJINETES AXIALES 0,127 PEUGEOT 307 406 MOTOR 2.0 EW10J4 XU7;$ 7775,21;JUEGO AXIALES;10;MPSI;COJINETES
AX731 5;COJINETES AXIALES 0,127 PEUGEOT 307 CITROEN C4 1.6 16V TU5JP4;$ 4392,10;JUEGO AXIALES;10;MPSI;COJINETES
AX412 5;COJINETES AXIALES 0,127 PEUGEOT 404 504 NAFTA 1.6 1.8 2.0;$ 6766,21;JUEGO AXIALES;10;MPSI;COJINETES
AX415 5;COJINETES AXIALES 0,127 PEUGEOT 504 505 DIESEL XD2 XD3;$ 7775,21;JUEGO AXIALES;9;MPSI;COJINETES
AX361035 5;COJINETES AXIALES 0,127 PEUGEOT CITROEN 1.6 16V TURBO THP;$ 4273,40;JUEGO AXIALES;0;MPSI;COJINETES
AX241 5;COJINETES AXIALES 0,127 RENAULT 18 FUEGO TRAFIC 2.D NAFTA Y DIESEL;$ 4906,49;JUEGO AXIALES;0;MPSI;COJINETES
AX247 5;COJINETES AXIALES 0,127 RENAULT 19 CLIO 1.9 DIESEL F8Q MEGANE 2.0 F3R;$ 4471,24;JUEGO AXIALES;6;MPSI;COJINETES
AX237 5;COJINETES AXIALES 0,127 RENAULT 4 6 12 1.1 1.3 1.4 BANCADA CHICA;$ 4273,40;JUEGO AXIALES;6;MPSI;COJINETES
AX240 5;COJINETES AXIALES 0,127 RENAULT 9 11 12 18 19 CLIO 1.3 1.4 1.6 8V;$ 4471,24;JUEGO AXIALES;14;MPSI;COJINETES
AX381069 5;COJINETES AXIALES 0,127 RENAULT KWID 1.0 3 CILINDROS;$ 4649,30;JUEGO AXIALES;0;MPSI;COJINETES
AX869 5;COJINETES AXIALES 0,127 RENAULT MASTER 2.5 MOTOR G9U;$ 4728,44;JUEGO AXIALES;0;MPSI;COJINETES
AX442332 5;COJINETES AXIALES 0,127 TOYOTA COROLLA YARIS 1.8 16V MOTOR 2ZR-FE;$ 5796,79;JUEGO AXIALES;0;MPSI;COJINETES
AX442107 5;COJINETES AXIALES 0,127 TOYOTA ETIOS YARIS 1.5 16V;$ 5044,98;JUEGO AXIALES;0;MPSI;COJINETES
AX748 5;COJINETES AXIALES 0,127 TOYOTA HILUX 2.8 L DIESEL MOTOR 3L;$ 7775,21;JUEGO AXIALES;0;MPSI;COJINETES
AX837 5;COJINETES AXIALES 0,127 TOYOTA HILUX 3.0 MOTOR D4D 1KD;$ 8348,95;JUEGO AXIALES;6;MPSI;COJINETES
AX462537 10;COJINETES AXIALES 0,254 AMAROK 2.0 TDI;$ 7854,35;JUEGO AXIALES;0;MPSI;COJINETES
AX580 10;COJINETES AXIALES 0,254 DAEWOO TICO MATIZ MOTOR 3 CILINDROS F8CB F8CV;$ 4471,24;JUEGO AXIALES;0;MPSI;COJINETES
AX131358 10;COJINETES AXIALES 0,254 FIAT ARGO CRONOS 1.3 FIREFLY 8V;$ 4471,24;JUEGO AXIALES;0;MPSI;COJINETES
AX131378 10;COJINETES AXIALES 0,254 FIAT TORO MULTIJET 2.0 16 V 170 CV DIESEL;$ 4847,14;JUEGO AXIALES;0;MPSI;COJINETES
AX538 10;COJINETES AXIALES 0,254 HONDA 1600 MOTOR D16A1 D16A6 D16Y7 D16Y8;$ 4787,79;JUEGO AXIALES;0;MPSI;COJINETES
AX436 10;COJINETES AXIALES 0,254 MAXION 2.5 2.8 RANGER SPRINTER F100 S10;$ 4471,24;JUEGO AXIALES;14;MPSI;COJINETES
AX557 10;COJINETES AXIALES 0,254 MERCEDES SPRINTER OM611;$ 7854,35;JUEGO AXIALES;0;MPSI;COJINETES
AX388 10;COJINETES AXIALES 0,254 PERKINS 6-305;$ 8151,11;JUEGO AXIALES;0;MPSI;COJINETES
AX392 10;COJINETES AXIALES 0,254 PERKINS 6-354 FASE 2;$ 8348,95;JUEGO AXIALES;0;MPSI;COJINETES
AX422 10;COJINETES AXIALES 0,254 PEUGEOT 306 1.9 TURBO DIESEL XUD9T;$ 7656,50;JUEGO AXIALES;5;MPSI;COJINETES
AX732 10;COJINETES AXIALES 0,254 PEUGEOT 307 406  2.0 EW10J4 XU7;$ 4016,20;JUEGO AXIALES;0;MPSI;COJINETES
AX416 10;COJINETES AXIALES 0,254 PEUGEOT 307 406 MOTOR 2.0 EW10J4 XU7;$ 7775,21;JUEGO AXIALES;5;MPSI;COJINETES
AX731 10;COJINETES AXIALES 0,254 PEUGEOT 307 CITROEN C4 1.6 16V TU5JP4;$ 4392,10;JUEGO AXIALES;3;MPSI;COJINETES
AX412 10;COJINETES AXIALES 0,254 PEUGEOT 404 504 NAFTA 1.6 1.8 2.0;$ 6766,21;JUEGO AXIALES;14;MPSI;COJINETES
AX415 10;COJINETES AXIALES 0,254 PEUGEOT 504 505 DIESEL XD2 XD3;$ 7775,21;JUEGO AXIALES;14;MPSI;COJINETES
AX361035 10;COJINETES AXIALES 0,254 PEUGEOT CITROEN 1.6 16V TURBO THP;$ 4273,40;JUEGO AXIALES;0;MPSI;COJINETES
AX241 10;COJINETES AXIALES 0,254 RENAULT 18 FUEGO TRAFIC 2.D NAFTA Y DIESEL;$ 4906,49;JUEGO AXIALES;1;MPSI;COJINETES
AX247 10;COJINETES AXIALES 0,254 RENAULT 19 CLIO 1.9 DIESEL F8Q MEGANE 2.0 F3R;$ 4471,24;JUEGO AXIALES;16;MPSI;COJINETES
AX237 10;COJINETES AXIALES 0,254 RENAULT 4 6 12 1.1 1.3 1.4 BANCADA CHICA;$ 4273,40;JUEGO AXIALES;9;MPSI;COJINETES
AX240 10;COJINETES AXIALES 0,254 RENAULT 9 11 12 18 19 CLIO 1.3 1.4 1.6 8V;$ 4471,24;JUEGO AXIALES;19;MPSI;COJINETES
AX381069 10;COJINETES AXIALES 0,254 RENAULT KWID 1.0 3 CILINDROS;$ 4649,30;JUEGO AXIALES;0;MPSI;COJINETES
AX869 10;COJINETES AXIALES 0,254 RENAULT MASTER 2.5 MOTOR G9U;$ 4728,44;JUEGO AXIALES;0;MPSI;COJINETES
AX442332 10;COJINETES AXIALES 0,254 TOYOTA COROLLA YARIS 1.8 16V MOTOR 2ZR-FE;$ 5796,79;JUEGO AXIALES;0;MPSI;COJINETES
AX442107 10;COJINETES AXIALES 0,254 TOYOTA ETIOS YARIS 1.5 16V;$ 5044,98;JUEGO AXIALES;0;MPSI;COJINETES
AX748 10;COJINETES AXIALES 0,254 TOYOTA HILUX 2.8 L DIESEL MOTOR 3L;$ 7775,21;JUEGO AXIALES;0;MPSI;COJINETES
AX837 10;COJINETES AXIALES 0,254 TOYOTA HILUX 3.0 MOTOR D4D 1KD;$ 8348,95;JUEGO AXIALES;0;MPSI;COJINETES
AX246 5;COJINETES AXIALES 0.127 RENAULT K4M 1.6 16V Y K9K 1.5 DCI;$ 4649,30;JUEGO AXIALES;9;MPSI;COJINETES
AX246 10;COJINETES AXIALES 0.254 RENAULT K4M 1.6 16V Y K9K 1.5 DCI;$ 4649,30;JUEGO AXIALES;15;MPSI;COJINETES
AX462537;COJINETES AXIALES STD AMAROK 2.0 TDI;$ 7854,35;JUEGO AXIALES;4;MPSI;COJINETES
AX580;COJINETES AXIALES STD DAEWOO TICO MATIZ MOTOR 3 CILINDROS F8CB F8CV;$ 4471,24;JUEGO AXIALES;0;MPSI;COJINETES
AX131378;COJINETES AXIALES STD FIAT TORO MULTIJET 2.0 16 V 170 CV DIESEL;$ 4847,14;JUEGO AXIALES;4;MPSI;COJINETES
AX538;COJINETES AXIALES STD HONDA 1600 MOTOR D16A1 D16A6 D16Y7 D16Y8;$ 4787,79;JUEGO AXIALES;4;MPSI;COJINETES
AX436;COJINETES AXIALES STD MAXION 2.5 2.8 RANGER SPRINTER F100 S10;$ 4471,24;JUEGO AXIALES;13;MPSI;COJINETES
AX557;COJINETES AXIALES STD MERCEDES SPRINTER OM611;$ 7854,35;JUEGO AXIALES;9;MPSI;COJINETES
AX413;COJINETES AXIALES STD P404D INDENOR 4.88  FM 2873BF;$ 36403,02;JUEGO AXIALES;6;MPSI;COJINETES
AX388;COJINETES AXIALES STD PERKINS 6-305;$ 8151,11;JUEGO AXIALES;3;MPSI;COJINETES
AX392;COJINETES AXIALES STD PERKINS 6-354 FASE 2;$ 8348,95;JUEGO AXIALES;9;MPSI;COJINETES
AX422;COJINETES AXIALES STD PEUGEOT 306 1.9 TURBO DIESEL XUD9T;$ 7656,50;JUEGO AXIALES;5;MPSI;COJINETES
AX732;COJINETES AXIALES STD PEUGEOT 307 406  2.0 EW10J4 XU7;$ 4016,20;JUEGO AXIALES;4;MPSI;COJINETES
AX416;COJINETES AXIALES STD PEUGEOT 307 406 MOTOR 2.0 EW10J4 XU7;$ 7775,21;JUEGO AXIALES;0;MPSI;COJINETES
AX731;COJINETES AXIALES STD PEUGEOT 307 CITROEN C4 1.6 16V TU5JP4;$ 4392,10;JUEGO AXIALES;2;MPSI;COJINETES
AX412;COJINETES AXIALES STD PEUGEOT 404 504 NAFTA 1.6 1.8 2.0;$ 6766,21;JUEGO AXIALES;10;MPSI;COJINETES
AX415;COJINETES AXIALES STD PEUGEOT 504 505 DIESEL XD2 XD3;$ 7775,21;JUEGO AXIALES;14;MPSI;COJINETES
AX361035;COJINETES AXIALES STD PEUGEOT CITROEN 1.6 16V TURBO THP;$ 4273,40;JUEGO AXIALES;0;MPSI;COJINETES
AX241;COJINETES AXIALES STD RENAULT 18 FUEGO TRAFIC 2.D NAFTA Y DIESEL;$ 4906,49;JUEGO AXIALES;5;MPSI;COJINETES
AX247;COJINETES AXIALES STD RENAULT 19 CLIO 1.9 DIESEL F8Q MEGANE 2.0 F3R;$ 4471,24;JUEGO AXIALES;10;MPSI;COJINETES
AX237;COJINETES AXIALES STD RENAULT 4 6 12 1.1 1.3 1.4 BANCADA CHICA;$ 4273,40;JUEGO AXIALES;0;MPSI;COJINETES
AX240;COJINETES AXIALES STD RENAULT 9 11 12 18 19 CLIO 1.3 1.4 1.6 8V;$ 4471,24;JUEGO AXIALES;0;MPSI;COJINETES
AX246;COJINETES AXIALES STD RENAULT K4M 1.6 16V K9K 1.5 DCI;$ 4649,30;JUEGO AXIALES;0;MPSI;COJINETES
AX381069;COJINETES AXIALES STD RENAULT KWID 1.0 3 CILINDROS;$ 4649,30;JUEGO AXIALES;6;MPSI;COJINETES
AX869;COJINETES AXIALES STD RENAULT MASTER 2.5 MOTOR G9U;$ 4728,44;JUEGO AXIALES;5;MPSI;COJINETES
AX442332;COJINETES AXIALES STD TOYOTA COROLLA YARIS 1.8 16V MOTOR 2ZR-FE;$ 5796,79;JUEGO AXIALES;0;MPSI;COJINETES
AX442107;COJINETES AXIALES STD TOYOTA ETIOS YARIS 1.5 16V;$ 5044,98;JUEGO AXIALES;0;MPSI;COJINETES
AX748;COJINETES AXIALES STD TOYOTA HILUX 2.8 L DIESEL MOTOR 3L;$ 7775,21;JUEGO AXIALES;0;MPSI;COJINETES
AX837;COJINETES AXIALES STD TOYOTA HILUX 3.0 MOTOR D4D 1KD;$ 8348,95;JUEGO AXIALES;6;MPSI;COJINETES
BA629 10;COJINETES BANCADA 0,25 AMAROK 2.0 TDI;$ 31432,50;JUEGO COJINETES BANCADA;6;MPSI;COJINETES
BA045481 10;COJINETES BANCADA 0,25 CHERY SQR484F/SQR481FC;$ 28675,65;JUEGO COJINETES BANCADA;4;MPSI;COJINETES
